flip_angle_(fraction_of_nominal),rf_phase_(deg),extension_of_base_TR_(ms),extension_of_base_TE_(ms)
0.496571,0.000000,0.00,0.00
0.497429,180.000000,0.00,0.00
0.498143,0.000000,0.00,0.00
0.498714,180.000000,0.00,0.00
0.499143,0.000000,0.00,0.00
0.499571,180.000000,0.00,0.00
0.499857,0.000000,0.00,0.00
0.500000,180.000000,0.00,0.00
0.500000,0.000000,0.00,0.00
0.500000,180.000000,0.00,0.00
0.499857,0.000000,0.00,0.00
0.499571,180.000000,0.00,0.00
0.499143,0.000000,0.00,0.00
0.498714,180.000000,0.00,0.00
0.498143,0.000000,0.00,0.00
0.497429,180.000000,0.00,0.00
0.496571,0.000000,0.00,0.00
0.495714,180.000000,0.00,0.00
0.494714,0.000000,0.00,0.00
0.493571,180.000000,0.00,0.00
0.492429,0.000000,0.00,0.00
0.491143,180.000000,0.00,0.00
0.489714,0.000000,0.00,0.00
0.488143,180.000000,0.00,0.00
0.486571,0.000000,0.00,0.00
0.484857,180.000000,0.00,0.00
0.483000,0.000000,0.00,0.00
0.481000,180.000000,0.00,0.00
0.479000,0.000000,0.00,0.00
0.476857,180.000000,0.00,0.00
0.474714,0.000000,0.00,0.00
0.472286,180.000000,0.00,0.00
0.469857,0.000000,0.00,0.00
0.467429,180.000000,0.00,0.00
0.464714,0.000000,0.00,0.00
0.462000,180.000000,0.00,0.00
0.459143,0.000000,0.00,0.00
0.456286,180.000000,0.00,0.00
0.453286,0.000000,0.00,0.00
0.450143,180.000000,0.00,0.00
0.447000,0.000000,0.00,0.00
0.443714,180.000000,0.00,0.00
0.440286,0.000000,0.00,0.00
0.436857,180.000000,0.00,0.00
0.433286,0.000000,0.00,0.00
0.429571,180.000000,0.00,0.00
0.425857,0.000000,0.00,0.00
0.422000,180.000000,0.00,0.00
0.418143,0.000000,0.00,0.00
0.414143,180.000000,0.00,0.00
0.410000,0.000000,0.00,0.00
0.405857,180.000000,0.00,0.00
0.401714,0.000000,0.00,0.00
0.397286,180.000000,0.00,0.00
0.392857,0.000000,0.00,0.00
0.388429,180.000000,0.00,0.00
0.383857,0.000000,0.00,0.00
0.379143,180.000000,0.00,0.00
0.374429,0.000000,0.00,0.00
0.369714,180.000000,0.00,0.00
0.364857,0.000000,0.00,0.00
0.359857,180.000000,0.00,0.00
0.354857,0.000000,0.00,0.00
0.349714,180.000000,0.00,0.00
0.344571,0.000000,0.00,0.00
0.339429,180.000000,0.00,0.00
0.334143,0.000000,0.00,0.00
0.328714,180.000000,0.00,0.00
0.323286,0.000000,0.00,0.00
0.317857,180.000000,0.00,0.00
0.312286,0.000000,0.00,0.00
0.306714,180.000000,0.00,0.00
0.301000,0.000000,0.00,0.00
0.295286,180.000000,0.00,0.00
0.289571,0.000000,0.00,0.00
0.283714,180.000000,0.00,0.00
0.277857,0.000000,0.00,0.00
0.272000,180.000000,0.00,0.00
0.266000,0.000000,0.00,0.00
0.260000,180.000000,0.00,0.00
0.253857,0.000000,0.00,0.00
0.247857,180.000000,0.00,0.00
0.241571,0.000000,0.00,0.00
0.235429,180.000000,0.00,0.00
0.229143,0.000000,0.00,0.00
0.222857,180.000000,0.00,0.00
0.216571,0.000000,0.00,0.00
0.210286,180.000000,0.00,0.00
0.203857,0.000000,0.00,0.00
0.197429,180.000000,0.00,0.00
0.191000,0.000000,0.00,0.00
0.184571,180.000000,0.00,0.00
0.178000,0.000000,0.00,0.00
0.171429,180.000000,0.00,0.00
0.164857,0.000000,0.00,0.00
0.158286,180.000000,0.00,0.00
0.151714,0.000000,0.00,0.00
0.145143,180.000000,0.00,0.00
0.138429,0.000000,0.00,0.00
0.131857,180.000000,0.00,0.00
0.125143,0.000000,0.00,0.00
0.118429,180.000000,0.00,0.00
0.111714,0.000000,0.00,0.00
0.105000,180.000000,0.00,0.00
0.098286,0.000000,0.00,0.00
0.091571,180.000000,0.00,0.00
0.084857,0.000000,0.00,0.00
0.078143,180.000000,0.00,0.00
0.071429,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.080000,180.000000,0.00,0.00
0.088429,0.000000,0.00,0.00
0.097000,180.000000,0.00,0.00
0.105571,0.000000,0.00,0.00
0.114000,180.000000,0.00,0.00
0.122571,0.000000,0.00,0.00
0.131000,180.000000,0.00,0.00
0.139429,0.000000,0.00,0.00
0.147857,180.000000,0.00,0.00
0.156286,0.000000,0.00,0.00
0.164714,180.000000,0.00,0.00
0.173143,0.000000,0.00,0.00
0.181571,180.000000,0.00,0.00
0.189857,0.000000,0.00,0.00
0.198143,180.000000,0.00,0.00
0.206429,0.000000,0.00,0.00
0.214714,180.000000,0.00,0.00
0.222857,0.000000,0.00,0.00
0.231000,180.000000,0.00,0.00
0.239143,0.000000,0.00,0.00
0.247286,180.000000,0.00,0.00
0.255286,0.000000,0.00,0.00
0.263286,180.000000,0.00,0.00
0.271286,0.000000,0.00,0.00
0.279143,180.000000,0.00,0.00
0.287000,0.000000,0.00,0.00
0.294857,180.000000,0.00,0.00
0.302571,0.000000,0.00,0.00
0.310286,180.000000,0.00,0.00
0.317857,0.000000,0.00,0.00
0.325429,180.000000,0.00,0.00
0.333000,0.000000,0.00,0.00
0.340429,180.000000,0.00,0.00
0.347714,0.000000,0.00,0.00
0.355000,180.000000,0.00,0.00
0.362286,0.000000,0.00,0.00
0.369429,180.000000,0.00,0.00
0.376571,0.000000,0.00,0.00
0.383571,180.000000,0.00,0.00
0.390571,0.000000,0.00,0.00
0.397429,180.000000,0.00,0.00
0.404143,0.000000,0.00,0.00
0.410857,180.000000,0.00,0.00
0.417429,0.000000,0.00,0.00
0.424000,180.000000,0.00,0.00
0.430429,0.000000,0.00,0.00
0.436714,180.000000,0.00,0.00
0.443000,0.000000,0.00,0.00
0.449143,180.000000,0.00,0.00
0.455286,0.000000,0.00,0.00
0.461286,180.000000,0.00,0.00
0.467143,0.000000,0.00,0.00
0.473000,180.000000,0.00,0.00
0.478571,0.000000,0.00,0.00
0.484286,180.000000,0.00,0.00
0.489714,0.000000,0.00,0.00
0.495143,180.000000,0.00,0.00
0.500429,0.000000,0.00,0.00
0.505571,180.000000,0.00,0.00
0.510571,0.000000,0.00,0.00
0.515571,180.000000,0.00,0.00
0.520429,0.000000,0.00,0.00
0.525143,180.000000,0.00,0.00
0.529714,0.000000,0.00,0.00
0.534286,180.000000,0.00,0.00
0.538714,0.000000,0.00,0.00
0.543000,180.000000,0.00,0.00
0.547143,0.000000,0.00,0.00
0.551143,180.000000,0.00,0.00
0.555143,0.000000,0.00,0.00
0.559000,180.000000,0.00,0.00
0.562571,0.000000,0.00,0.00
0.566143,180.000000,0.00,0.00
0.569571,0.000000,0.00,0.00
0.573000,180.000000,0.00,0.00
0.576143,0.000000,0.00,0.00
0.579286,180.000000,0.00,0.00
0.582143,0.000000,0.00,0.00
0.585000,180.000000,0.00,0.00
0.587714,0.000000,0.00,0.00
0.590286,180.000000,0.00,0.00
0.592714,0.000000,0.00,0.00
0.595000,180.000000,0.00,0.00
0.597286,0.000000,0.00,0.00
0.599286,180.000000,0.00,0.00
0.601143,0.000000,0.00,0.00
0.603000,180.000000,0.00,0.00
0.604714,0.000000,0.00,0.00
0.606143,180.000000,0.00,0.00
0.607571,0.000000,0.00,0.00
0.608857,180.000000,0.00,0.00
0.610000,0.000000,0.00,0.00
0.611000,180.000000,0.00,0.00
0.611857,0.000000,0.00,0.00
0.612571,180.000000,0.00,0.00
0.613286,0.000000,0.00,0.00
0.613714,180.000000,0.00,0.00
0.614000,0.000000,0.00,0.00
0.614286,180.000000,0.00,0.00
0.614286,0.000000,0.00,0.00
0.614286,180.000000,0.00,0.00
0.614000,0.000000,0.00,0.00
0.613714,180.000000,0.00,0.00
0.613286,0.000000,0.00,0.00
0.612571,180.000000,0.00,0.00
0.611857,0.000000,0.00,0.00
0.611000,180.000000,0.00,0.00
0.610000,0.000000,0.00,0.00
0.608857,180.000000,0.00,0.00
0.607571,0.000000,0.00,0.00
0.606143,180.000000,0.00,0.00
0.604714,0.000000,0.00,0.00
0.603000,180.000000,0.00,0.00
0.601143,0.000000,0.00,0.00
0.599286,180.000000,0.00,0.00
0.597286,0.000000,0.00,0.00
0.595000,180.000000,0.00,0.00
0.592714,0.000000,0.00,0.00
0.590286,180.000000,0.00,0.00
0.587714,0.000000,0.00,0.00
0.585000,180.000000,0.00,0.00
0.582143,0.000000,0.00,0.00
0.579286,180.000000,0.00,0.00
0.576143,0.000000,0.00,0.00
0.573000,180.000000,0.00,0.00
0.569571,0.000000,0.00,0.00
0.566143,180.000000,0.00,0.00
0.562571,0.000000,0.00,0.00
0.559000,180.000000,0.00,0.00
0.555143,0.000000,0.00,0.00
0.551143,180.000000,0.00,0.00
0.547143,0.000000,0.00,0.00
0.543000,180.000000,0.00,0.00
0.538714,0.000000,0.00,0.00
0.534286,180.000000,0.00,0.00
0.529714,0.000000,0.00,0.00
0.525143,180.000000,0.00,0.00
0.520429,0.000000,0.00,0.00
0.515571,180.000000,0.00,0.00
0.510571,0.000000,0.00,0.00
0.505571,180.000000,0.00,0.00
0.500429,0.000000,0.00,0.00
0.495143,180.000000,0.00,0.00
0.489714,0.000000,0.00,0.00
0.484286,180.000000,0.00,0.00
0.478571,0.000000,0.00,0.00
0.473000,180.000000,0.00,0.00
0.467143,0.000000,0.00,0.00
0.461286,180.000000,0.00,0.00
0.455286,0.000000,0.00,0.00
0.449143,180.000000,0.00,0.00
0.443000,0.000000,0.00,0.00
0.436714,180.000000,0.00,0.00
0.430429,0.000000,0.00,0.00
0.424000,180.000000,0.00,0.00
0.417429,0.000000,0.00,0.00
0.410857,180.000000,0.00,0.00
0.404143,0.000000,0.00,0.00
0.397429,180.000000,0.00,0.00
0.390571,0.000000,0.00,0.00
0.383571,180.000000,0.00,0.00
0.376571,0.000000,0.00,0.00
0.369429,180.000000,0.00,0.00
0.362286,0.000000,0.00,0.00
0.355000,180.000000,0.00,0.00
0.347714,0.000000,0.00,0.00
0.340429,180.000000,0.00,0.00
0.333000,0.000000,0.00,0.00
0.325429,180.000000,0.00,0.00
0.317857,0.000000,0.00,0.00
0.310286,180.000000,0.00,0.00
0.302571,0.000000,0.00,0.00
0.294857,180.000000,0.00,0.00
0.287000,0.000000,0.00,0.00
0.279143,180.000000,0.00,0.00
0.271286,0.000000,0.00,0.00
0.263286,180.000000,0.00,0.00
0.255286,0.000000,0.00,0.00
0.247286,180.000000,0.00,0.00
0.239143,0.000000,0.00,0.00
0.231000,180.000000,0.00,0.00
0.222857,0.000000,0.00,0.00
0.214714,180.000000,0.00,0.00
0.206429,0.000000,0.00,0.00
0.198143,180.000000,0.00,0.00
0.189857,0.000000,0.00,0.00
0.181571,180.000000,0.00,0.00
0.173143,0.000000,0.00,0.00
0.164714,180.000000,0.00,0.00
0.156286,0.000000,0.00,0.00
0.147857,180.000000,0.00,0.00
0.139429,0.000000,0.00,0.00
0.131000,180.000000,0.00,0.00
0.122571,0.000000,0.00,0.00
0.114000,180.000000,0.00,0.00
0.105571,0.000000,0.00,0.00
0.097000,180.000000,0.00,0.00
0.088429,0.000000,0.00,0.00
0.080000,180.000000,0.00,0.00
0.071429,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.086000,180.000000,0.00,0.00
0.100571,0.000000,0.00,0.00
0.115143,180.000000,0.00,0.00
0.129714,0.000000,0.00,0.00
0.144286,180.000000,0.00,0.00
0.158857,0.000000,0.00,0.00
0.173286,180.000000,0.00,0.00
0.187857,0.000000,0.00,0.00
0.202286,180.000000,0.00,0.00
0.216714,0.000000,0.00,0.00
0.231143,180.000000,0.00,0.00
0.245429,0.000000,0.00,0.00
0.259714,180.000000,0.00,0.00
0.274000,0.000000,0.00,0.00
0.288143,180.000000,0.00,0.00
0.302286,0.000000,0.00,0.00
0.316429,180.000000,0.00,0.00
0.330429,0.000000,0.00,0.00
0.344429,180.000000,0.00,0.00
0.358429,0.000000,0.00,0.00
0.372143,180.000000,0.00,0.00
0.386000,0.000000,0.00,0.00
0.399714,180.000000,0.00,0.00
0.413286,0.000000,0.00,0.00
0.426714,180.000000,0.00,0.00
0.440143,0.000000,0.00,0.00
0.453571,180.000000,0.00,0.00
0.466857,0.000000,0.00,0.00
0.480000,180.000000,0.00,0.00
0.493000,0.000000,0.00,0.00
0.506000,180.000000,0.00,0.00
0.518714,0.000000,0.00,0.00
0.531429,180.000000,0.00,0.00
0.544143,0.000000,0.00,0.00
0.556571,180.000000,0.00,0.00
0.569000,0.000000,0.00,0.00
0.581286,180.000000,0.00,0.00
0.593429,0.000000,0.00,0.00
0.605429,180.000000,0.00,0.00
0.617286,0.000000,0.00,0.00
0.629000,180.000000,0.00,0.00
0.640571,0.000000,0.00,0.00
0.652000,180.000000,0.00,0.00
0.663286,0.000000,0.00,0.00
0.674429,180.000000,0.00,0.00
0.685571,0.000000,0.00,0.00
0.696429,180.000000,0.00,0.00
0.707143,0.000000,0.00,0.00
0.717571,180.000000,0.00,0.00
0.728000,0.000000,0.00,0.00
0.738286,180.000000,0.00,0.00
0.748286,0.000000,0.00,0.00
0.758286,180.000000,0.00,0.00
0.768000,0.000000,0.00,0.00
0.777571,180.000000,0.00,0.00
0.786857,0.000000,0.00,0.00
0.796143,180.000000,0.00,0.00
0.805143,0.000000,0.00,0.00
0.814000,180.000000,0.00,0.00
0.822714,0.000000,0.00,0.00
0.831143,180.000000,0.00,0.00
0.839429,0.000000,0.00,0.00
0.847571,180.000000,0.00,0.00
0.855429,0.000000,0.00,0.00
0.863143,180.000000,0.00,0.00
0.870714,0.000000,0.00,0.00
0.878000,180.000000,0.00,0.00
0.885143,0.000000,0.00,0.00
0.892000,180.000000,0.00,0.00
0.898857,0.000000,0.00,0.00
0.905286,180.000000,0.00,0.00
0.911571,0.000000,0.00,0.00
0.917714,180.000000,0.00,0.00
0.923571,0.000000,0.00,0.00
0.929286,180.000000,0.00,0.00
0.934857,0.000000,0.00,0.00
0.940000,180.000000,0.00,0.00
0.945143,0.000000,0.00,0.00
0.950000,180.000000,0.00,0.00
0.954571,0.000000,0.00,0.00
0.959000,180.000000,0.00,0.00
0.963143,0.000000,0.00,0.00
0.967143,180.000000,0.00,0.00
0.970857,0.000000,0.00,0.00
0.974286,180.000000,0.00,0.00
0.977571,0.000000,0.00,0.00
0.980714,180.000000,0.00,0.00
0.983571,0.000000,0.00,0.00
0.986143,180.000000,0.00,0.00
0.988571,0.000000,0.00,0.00
0.990714,180.000000,0.00,0.00
0.992714,0.000000,0.00,0.00
0.994429,180.000000,0.00,0.00
0.995857,0.000000,0.00,0.00
0.997143,180.000000,0.00,0.00
0.998143,0.000000,0.00,0.00
0.999000,180.000000,0.00,0.00
0.999571,0.000000,0.00,0.00
0.999857,180.000000,0.00,0.00
1.000000,0.000000,0.00,0.00
0.999857,180.000000,0.00,0.00
0.999571,0.000000,0.00,0.00
0.999000,180.000000,0.00,0.00
0.998143,0.000000,0.00,0.00
0.997143,180.000000,0.00,0.00
0.995857,0.000000,0.00,0.00
0.994429,180.000000,0.00,0.00
0.992714,0.000000,0.00,0.00
0.990714,180.000000,0.00,0.00
0.988571,0.000000,0.00,0.00
0.986143,180.000000,0.00,0.00
0.983571,0.000000,0.00,0.00
0.980714,180.000000,0.00,0.00
0.977571,0.000000,0.00,0.00
0.974286,180.000000,0.00,0.00
0.970857,0.000000,0.00,0.00
0.967143,180.000000,0.00,0.00
0.963143,0.000000,0.00,0.00
0.959000,180.000000,0.00,0.00
0.954571,0.000000,0.00,0.00
0.950000,180.000000,0.00,0.00
0.945143,0.000000,0.00,0.00
0.940000,180.000000,0.00,0.00
0.934857,0.000000,0.00,0.00
0.929286,180.000000,0.00,0.00
0.923571,0.000000,0.00,0.00
0.917714,180.000000,0.00,0.00
0.911571,0.000000,0.00,0.00
0.905286,180.000000,0.00,0.00
0.898857,0.000000,0.00,0.00
0.892000,180.000000,0.00,0.00
0.885143,0.000000,0.00,0.00
0.878000,180.000000,0.00,0.00
0.870714,0.000000,0.00,0.00
0.863143,180.000000,0.00,0.00
0.855429,0.000000,0.00,0.00
0.847571,180.000000,0.00,0.00
0.839429,0.000000,0.00,0.00
0.831143,180.000000,0.00,0.00
0.822714,0.000000,0.00,0.00
0.814000,180.000000,0.00,0.00
0.805143,0.000000,0.00,0.00
0.796143,180.000000,0.00,0.00
0.786857,0.000000,0.00,0.00
0.777571,180.000000,0.00,0.00
0.768000,0.000000,0.00,0.00
0.758286,180.000000,0.00,0.00
0.748286,0.000000,0.00,0.00
0.738286,180.000000,0.00,0.00
0.728000,0.000000,0.00,0.00
0.717571,180.000000,0.00,0.00
0.707143,0.000000,0.00,0.00
0.696429,180.000000,0.00,0.00
0.685571,0.000000,0.00,0.00
0.674429,180.000000,0.00,0.00
0.663286,0.000000,0.00,0.00
0.652000,180.000000,0.00,0.00
0.640571,0.000000,0.00,0.00
0.629000,180.000000,0.00,0.00
0.617286,0.000000,0.00,0.00
0.605429,180.000000,0.00,0.00
0.593429,0.000000,0.00,0.00
0.581286,180.000000,0.00,0.00
0.569000,0.000000,0.00,0.00
0.556571,180.000000,0.00,0.00
0.544143,0.000000,0.00,0.00
0.531429,180.000000,0.00,0.00
0.518714,0.000000,0.00,0.00
0.506000,180.000000,0.00,0.00
0.493000,0.000000,0.00,0.00
0.480000,180.000000,0.00,0.00
0.466857,0.000000,0.00,0.00
0.453571,180.000000,0.00,0.00
0.440143,0.000000,0.00,0.00
0.426714,180.000000,0.00,0.00
0.413286,0.000000,0.00,0.00
0.399714,180.000000,0.00,0.00
0.386000,0.000000,0.00,0.00
0.372143,180.000000,0.00,0.00
0.358429,0.000000,0.00,0.00
0.344429,180.000000,0.00,0.00
0.330429,0.000000,0.00,0.00
0.316429,180.000000,0.00,0.00
0.302286,0.000000,0.00,0.00
0.288143,180.000000,0.00,0.00
0.274000,0.000000,0.00,0.00
0.259714,180.000000,0.00,0.00
0.245429,0.000000,0.00,0.00
0.231143,180.000000,0.00,0.00
0.216714,0.000000,0.00,0.00
0.202286,180.000000,0.00,0.00
0.187857,0.000000,0.00,0.00
0.173286,180.000000,0.00,0.00
0.158857,0.000000,0.00,0.00
0.144286,180.000000,0.00,0.00
0.129714,0.000000,0.00,0.00
0.115143,180.000000,0.00,0.00
0.100571,0.000000,0.00,0.00
0.086000,180.000000,0.00,0.00
0.071429,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.080429,0.000000,0.00,0.00
0.089429,180.000000,0.00,0.00
0.098286,0.000000,0.00,0.00
0.107286,180.000000,0.00,0.00
0.116286,0.000000,0.00,0.00
0.125143,180.000000,0.00,0.00
0.134143,0.000000,0.00,0.00
0.143000,180.000000,0.00,0.00
0.152000,0.000000,0.00,0.00
0.160857,180.000000,0.00,0.00
0.169714,0.000000,0.00,0.00
0.178571,180.000000,0.00,0.00
0.187286,0.000000,0.00,0.00
0.196143,180.000000,0.00,0.00
0.204857,0.000000,0.00,0.00
0.213571,180.000000,0.00,0.00
0.222143,0.000000,0.00,0.00
0.230857,180.000000,0.00,0.00
0.239429,0.000000,0.00,0.00
0.248000,180.000000,0.00,0.00
0.256571,0.000000,0.00,0.00
0.265000,180.000000,0.00,0.00
0.273429,0.000000,0.00,0.00
0.281714,180.000000,0.00,0.00
0.290143,0.000000,0.00,0.00
0.298429,180.000000,0.00,0.00
0.306571,0.000000,0.00,0.00
0.314714,180.000000,0.00,0.00
0.322857,0.000000,0.00,0.00
0.330857,180.000000,0.00,0.00
0.338857,0.000000,0.00,0.00
0.346714,180.000000,0.00,0.00
0.354571,0.000000,0.00,0.00
0.362286,180.000000,0.00,0.00
0.370000,0.000000,0.00,0.00
0.377571,180.000000,0.00,0.00
0.385143,0.000000,0.00,0.00
0.392571,180.000000,0.00,0.00
0.400000,0.000000,0.00,0.00
0.407286,180.000000,0.00,0.00
0.414571,0.000000,0.00,0.00
0.421714,180.000000,0.00,0.00
0.428714,0.000000,0.00,0.00
0.435714,180.000000,0.00,0.00
0.442571,0.000000,0.00,0.00
0.449286,180.000000,0.00,0.00
0.456000,0.000000,0.00,0.00
0.462571,180.000000,0.00,0.00
0.469143,0.000000,0.00,0.00
0.475429,180.000000,0.00,0.00
0.481857,0.000000,0.00,0.00
0.488000,180.000000,0.00,0.00
0.494143,0.000000,0.00,0.00
0.500000,180.000000,0.00,0.00
0.506000,0.000000,0.00,0.00
0.511714,180.000000,0.00,0.00
0.517429,0.000000,0.00,0.00
0.523000,180.000000,0.00,0.00
0.528429,0.000000,0.00,0.00
0.533714,180.000000,0.00,0.00
0.539000,0.000000,0.00,0.00
0.544000,180.000000,0.00,0.00
0.549000,0.000000,0.00,0.00
0.553857,180.000000,0.00,0.00
0.558714,0.000000,0.00,0.00
0.563286,180.000000,0.00,0.00
0.567857,0.000000,0.00,0.00
0.572143,180.000000,0.00,0.00
0.576429,0.000000,0.00,0.00
0.580571,180.000000,0.00,0.00
0.584571,0.000000,0.00,0.00
0.588429,180.000000,0.00,0.00
0.592286,0.000000,0.00,0.00
0.595857,180.000000,0.00,0.00
0.599429,0.000000,0.00,0.00
0.602714,180.000000,0.00,0.00
0.606000,0.000000,0.00,0.00
0.609143,180.000000,0.00,0.00
0.612000,0.000000,0.00,0.00
0.614857,180.000000,0.00,0.00
0.617571,0.000000,0.00,0.00
0.620143,180.000000,0.00,0.00
0.622571,0.000000,0.00,0.00
0.624857,180.000000,0.00,0.00
0.627000,0.000000,0.00,0.00
0.629143,180.000000,0.00,0.00
0.631000,0.000000,0.00,0.00
0.632714,180.000000,0.00,0.00
0.634286,0.000000,0.00,0.00
0.635857,180.000000,0.00,0.00
0.637143,0.000000,0.00,0.00
0.638286,180.000000,0.00,0.00
0.639429,0.000000,0.00,0.00
0.640286,180.000000,0.00,0.00
0.641143,0.000000,0.00,0.00
0.641714,180.000000,0.00,0.00
0.642286,0.000000,0.00,0.00
0.642571,180.000000,0.00,0.00
0.642857,0.000000,0.00,0.00
0.642857,180.000000,0.00,0.00
0.642857,0.000000,0.00,0.00
0.642571,180.000000,0.00,0.00
0.642286,0.000000,0.00,0.00
0.641714,180.000000,0.00,0.00
0.641143,0.000000,0.00,0.00
0.640286,180.000000,0.00,0.00
0.639429,0.000000,0.00,0.00
0.638286,180.000000,0.00,0.00
0.637143,0.000000,0.00,0.00
0.635857,180.000000,0.00,0.00
0.634286,0.000000,0.00,0.00
0.632714,180.000000,0.00,0.00
0.631000,0.000000,0.00,0.00
0.629143,180.000000,0.00,0.00
0.627000,0.000000,0.00,0.00
0.624857,180.000000,0.00,0.00
0.622571,0.000000,0.00,0.00
0.620143,180.000000,0.00,0.00
0.617571,0.000000,0.00,0.00
0.614857,180.000000,0.00,0.00
0.612000,0.000000,0.00,0.00
0.609143,180.000000,0.00,0.00
0.606000,0.000000,0.00,0.00
0.602714,180.000000,0.00,0.00
0.599429,0.000000,0.00,0.00
0.595857,180.000000,0.00,0.00
0.592286,0.000000,0.00,0.00
0.588429,180.000000,0.00,0.00
0.584571,0.000000,0.00,0.00
0.580571,180.000000,0.00,0.00
0.576429,0.000000,0.00,0.00
0.572143,180.000000,0.00,0.00
0.567857,0.000000,0.00,0.00
0.563286,180.000000,0.00,0.00
0.558714,0.000000,0.00,0.00
0.553857,180.000000,0.00,0.00
0.549000,0.000000,0.00,0.00
0.544000,180.000000,0.00,0.00
0.539000,0.000000,0.00,0.00
0.533714,180.000000,0.00,0.00
0.528429,0.000000,0.00,0.00
0.523000,180.000000,0.00,0.00
0.517429,0.000000,0.00,0.00
